iteration,initial_x,initial_y,goal_x,goal_y,cancelled,goal_accuracy,aggregated_distance,aggregated_angle,elapsed_time
1,-7.0,-7.0,-7.0,-7.0,False,0.0,0.0,0.0,0.05
2,-7.0,-7.0,-7.0,0.0,False,0.504042282723186,6.532153564848825,1.601115113757353,22.2
3,-7.0,-7.0,-7.0,7.0,False,0.49896022914885485,36.879597292103774,6.397903610030678,106.65
4,-7.0,-7.0,0.0,-7.0,False,0.49189448295686045,34.41345901790184,6.115305271935254,16.68
5,-7.0,-7.0,0.0,0.0,True,5.298945056814219,85.8104888268819,37.62488492466238,360.0
6,-7.0,-7.0,0.0,7.0,True,14.29076158541105,14.839325548417055,23.868961797979548,360.0
7,-7.0,-7.0,7.0,-7.0,False,0.5011074501358652,20.371095964803068,1.6736621220954402,29.11
8,-7.0,-7.0,7.0,0.0,False,0.4973748301103563,15.27428100990506,4.642779505596339,35.31
9,-7.0,-7.0,7.0,7.0,True,18.957149502855913,26.300962145151114,35.55726032368162,360.0
10,-7.0,0.0,-7.0,-7.0,False,0.4981713566809527,6.545711472652141,1.5985890291754972,24.12
11,-7.0,0.0,-7.0,0.0,False,0.002593356288132119,0.0025933562881321195,0.005645776887186926,0.08
12,-7.0,0.0,-7.0,7.0,False,0.497651931053499,29.761349722042457,6.373048918591022,94.34
13,-7.0,0.0,0.0,-7.0,True,7.436610743633071,16.417555811931614,7.081945301281278,360.0
14,-7.0,0.0,0.0,0.0,True,8.950939271660644,54.364786625001486,29.86103995781426,360.0
15,-7.0,0.0,0.0,7.0,True,3.6951252955201364,6.32321427684688,1.4356005834046286,360.0
16,-7.0,0.0,7.0,-7.0,False,0.4964746636528244,18.016018708053082,4.459408254968986,54.54
17,-7.0,0.0,7.0,0.0,False,0.4945195683959764,19.290386143427355,7.587211599631056,64.43
18,-7.0,0.0,7.0,7.0,True,5.070717350473179,10.693136461047448,3.700606576166514,360.0
19,-7.0,7.0,-7.0,-7.0,True,12.2798250372146,1.857025021778033,2.082312141294002,360.0
20,-7.0,7.0,-7.0,0.0,True,5.310729278447853,1.8108941835546288,2.119306669169618,360.0
21,-7.0,7.0,-7.0,7.0,False,0.0023244343932941197,0.0023244343932941197,0.0034260697010637386,0.05
22,-7.0,7.0,0.0,-7.0,True,17.161295246582423,7.282651543351813,10.044558783708512,360.0
23,-7.0,7.0,0.0,0.0,True,7.104245159786623,6.766478562547652,3.4478004311413972,360.0
24,-7.0,7.0,0.0,7.0,False,0.49727708961196293,6.507738703651924,0.046220448913599554,16.82
25,-7.0,7.0,7.0,-7.0,True,17.357088095633536,15.486228551771402,0.9581814603011365,360.0
26,-7.0,7.0,7.0,0.0,True,13.943530371443464,13.834943582017953,19.978627450182156,360.0
27,-7.0,7.0,7.0,7.0,False,0.49128288369446893,13.514352992130005,0.03871025242762283,29.23
28,0.0,-7.0,-7.0,-7.0,False,0.4981021780758767,37.52387504373836,4.123630278818112,33.61
29,0.0,-7.0,-7.0,0.0,True,17.6798814206561,27.80746923263466,34.42789826192158,360.0
30,0.0,-7.0,-7.0,7.0,True,13.521846730346416,13.723323941245166,10.119172296373481,360.0
31,0.0,-7.0,0.0,-7.0,False,0.0,0.0,0.0,0.07
32,0.0,-7.0,0.0,0.0,True,11.084272289572043,77.03246837888756,35.592319992055955,360.0
33,0.0,-7.0,0.0,7.0,True,103.4910863863337,107.19049614172064,25.88688668735024,360.0
34,0.0,-7.0,7.0,-7.0,False,0.4995773473283413,6.50572130502552,0.04248176275193405,16.78
35,0.0,-7.0,7.0,0.0,False,0.49039749405236593,22.451262188279205,0.8830958570008378,26.51
36,0.0,-7.0,7.0,7.0,False,0.4992294389315045,17.41882051618247,8.324861204804877,61.74
37,0.0,0.0,-7.0,-7.0,True,245.3487053694326,256.3004469524441,111.65611908624275,360.0
38,0.0,0.0,-7.0,0.0,True,243.54129250295568,242.8543007258768,125.09253739563995,360.0
39,0.0,0.0,-7.0,7.0,True,8.978446173120851,2.878218544427955,4.696462242229199,360.0
