iteration,initial_x,initial_y,goal_x,goal_y,cancelled,goal_accuracy,aggregated_distance,aggregated_angle,elapsed_time
1,-1.1616919341639642,-5.405335609514074,-4.476224355725231,3.939153088893253,False,0.4981779749499567,33.90646630198722,10.11940119438977,91.43
2,-1.1616919341639642,-5.405335609514074,-4.841720206684586,-3.73937712361729,True,1.2043268443057922,22.81253874578316,7.201911307562513,150.0
3,-1.1616919341639642,-5.405335609514074,3.887833748033483,-3.9420284765058247,False,0.49166455264245273,10.87177744711184,5.420969070565685,14.94
4,-1.1616919341639642,-5.405335609514074,0.1952068128176636,-6.324583604673095,False,0.501085529453812,1.1676003465685787,0.8169824370324652,9.49
5,-1.1616919341639642,-5.405335609514074,4.883447761760102,-4.845097743713138,False,0.5027038823997971,5.577772288171301,0.19734830113145785,15.82
6,-1.1616919341639642,-5.405335609514074,-3.8739248918504563,-6.501753510331809,False,0.4929793593285169,2.5701979113847466,3.0307929190941505,21.02
7,-1.1616919341639642,-5.405335609514074,-2.8746899623804643,-5.54873639263319,False,0.5049408197748978,1.299469399878019,3.0790481992624916,18.93
8,-1.1616919341639642,-5.405335609514074,2.1052393843542845,-2.320448331142841,False,0.49912748885332725,4.020350337876843,0.9828953630626387,15.73
9,-1.1616919341639642,-5.405335609514074,-5.634529575507678,-6.811092334048628,False,0.5015631628101814,4.3206868830800005,3.2425608825948227,25.16
10,-1.1616919341639642,-5.405335609514074,1.233831215081839,-1.9578690513430006,False,0.4958133991860565,12.170553655269725,7.355144456147444,15.18
11,-0.8960713700119474,-3.8611134801452267,-4.476224355725231,3.939153088893253,False,0.49802787965350115,19.690179776641966,10.228045697113874,89.01
12,-0.8960713700119474,-3.8611134801452267,-4.841720206684586,-3.73937712361729,True,2.134040029592535,52.165511505267084,18.182773769759866,150.0
13,-0.8960713700119474,-3.8611134801452267,3.887833748033483,-3.9420284765058247,False,0.5034957467021233,14.576002089728096,6.011627066925115,12.81
14,-0.8960713700119474,-3.8611134801452267,0.1952068128176636,-6.324583604673095,False,0.4996151602345624,2.233209076989325,1.424691537978208,14.54
15,-0.8960713700119474,-3.8611134801452267,4.883447761760102,-4.845097743713138,False,0.49570668327952916,5.379867412490346,0.33119532902027027,15.96
16,-0.8960713700119474,-3.8611134801452267,-3.8739248918504563,-6.501753510331809,False,0.49637175610301615,3.59493058203073,2.63020695758128,21.28
17,-0.8960713700119474,-3.8611134801452267,-2.8746899623804643,-5.54873639263319,False,0.49967892345346054,2.1426450528194985,2.5496634487601755,19.54
18,-0.8960713700119474,-3.8611134801452267,2.1052393843542845,-2.320448331142841,False,0.4977812778241095,2.9034205438445517,1.042935318847623,13.08
19,-0.8960713700119474,-3.8611134801452267,-5.634529575507678,-6.811092334048628,False,0.497960119409512,5.158636100517438,3.9807348026463965,26.75
20,-0.8960713700119474,-3.8611134801452267,1.233831215081839,-1.9578690513430006,False,0.49899062498406294,2.3844438179801184,0.8964383974135508,12.57
21,0.7111706360440575,4.8706008444815225,-4.476224355725231,3.939153088893253,True,1.9238677671335043,19.301496775710497,10.01532239514387,150.0
22,0.7111706360440575,4.8706008444815225,-4.841720206684586,-3.73937712361729,True,10.213956528005806,0.3902673668824598,1.1039008719619887,150.0
23,0.7111706360440575,4.8706008444815225,3.887833748033483,-3.9420284765058247,True,10.889872837378219,3.892498330556809,5.850138420295886,150.0
24,0.7111706360440575,4.8706008444815225,0.1952068128176636,-6.324583604673095,True,95.23740623461919,86.17940681387854,59.51739156802085,150.0
25,0.7111706360440575,4.8706008444815225,4.883447761760102,-4.845097743713138,True,13.494640076698218,9.091664200180267,17.214403786896018,150.0
26,0.7111706360440575,4.8706008444815225,-3.8739248918504563,-6.501753510331809,False,0.9332731258248028,14.336788201908417,20.44806213606023,146.76
27,0.7111706360440575,4.8706008444815225,-2.8746899623804643,-5.54873639263319,True,10.762840805993426,1.5642739015628608,2.2848522063723724,150.0
28,0.7111706360440575,4.8706008444815225,2.1052393843542845,-2.320448331142841,True,12.481540906107305,12.785220363350446,29.92907453849914,150.0
29,0.7111706360440575,4.8706008444815225,-5.634529575507678,-6.811092334048628,True,15.963756979751224,7.485217502216771,9.269459397947735,150.0
30,0.7111706360440575,4.8706008444815225,1.233831215081839,-1.9578690513430006,True,7.742958030467141,4.099687114181801,5.3938755608772055,150.0
31,6.538417746191474,6.027791777064365,-4.476224355725231,3.939153088893253,True,86.84737761712411,78.45011579017283,15.148945401125868,150.0
32,6.538417746191474,6.027791777064365,-4.841720206684586,-3.73937712361729,True,1.8984191707191054,29.644927293884788,15.234968829998557,150.0
33,6.538417746191474,6.027791777064365,3.887833748033483,-3.9420284765058247,False,0.49979063037379073,42.95929761513164,5.439703750739425,31.34
